PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,GroupID,GroupMemberNo,GroupSize,Deck,CabinNum,Side,Surname,AgeMissing,HomePlanetMissing,CryoSleepMissing,CabinMissing,DestinationMissing,VIPMissing,RoomServiceMissing,FoodCourtMissing,ShoppingMallMissing,SpaMissing,VRDeckMissing,NameMissing,AgeWasOutOfRange,SurnameFreq,CabinNumBin,TotalSpend,IsZeroSpend,SpendCount,IsChild,IsSenior,AgeGroup,LuxurySpend,BasicSpend,LuxuryShare,SpendPerActiveCategory,HasAnyLuxurySpend,IsSolo,IsMultiPassengerGroup,GroupMemberIsLeader,DeckSide,HomePlanetDestination
0078_01,Europa,False,C/4/S,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,0078,1,1,C,4,S,Pokerheed,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CabinBin_1,15815.0,0,3,0,0,Adult,9975.0,5840.0,0.6306904400606981,5271.666666666667,1,1,0,1,C_S,Europa_TRAPPIST-1e
0081_01,Earth,True,G/13/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,0081,1,1,G,13,S,Vinozarks,0,0,0,0,0,0,0,0,0,0,0,0,0,9,CabinBin_1,0.0,1,0,1,0,Teen,0.0,0.0,0.0,0.0,0,1,0,1,G_S,Earth_TRAPPIST-1e
0082_01,Mars,False,F/16/P,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,Totse Datte,0082,1,3,F,16,P,Datte,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CabinBin_1,7406.0,0,1,0,0,Adult,0.0,7406.0,0.0,7406.0,0,0,1,1,F_P,Mars_TRAPPIST-1e
0082_02,Mars,True,F/16/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,0082,2,3,F,16,P,Datte,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,0,F_P,Mars_TRAPPIST-1e
0082_03,Mars,False,F/16/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Unknown,0082,3,3,F,16,P,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,0,F_P,Mars_TRAPPIST-1e
0084_01,Earth,False,G/14/S,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,0084,1,1,G,14,S,Coopezmaney,0,0,0,0,0,0,0,0,0,0,0,0,0,5,CabinBin_1,705.0,0,2,0,0,YoungAdult,17.0,688.0,0.024079320113314446,352.5,1,1,0,1,G_S,Earth_TRAPPIST-1e
0085_01,Europa,True,C/5/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,0085,1,1,C,5,S,Ellcefulve,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CabinBin_1,0.0,1,0,0,0,Adult,0.0,0.0,0.0,0.0,0,1,0,1,C_S,Europa_TRAPPIST-1e
0086_01,Earth,False,F/17/P,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,0086,1,1,F,17,P,Kinson,0,0,0,0,0,0,0,0,0,0,0,0,0,5,CabinBin_1,1362.0,0,3,0,0,Adult,1151.0,211.0,0.8444607483492297,454.0,1,1,0,1,F_P,Earth_TRAPPIST-1e
0088_01,Mars,True,E/5/S,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,0088,1,1,E,5,S,Sacre,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CabinBin_1,0.0,1,0,0,0,MiddleAge,0.0,0.0,0.0,0.0,0,1,0,1,E_S,Mars_PSO J318.5-22
0090_01,Earth,True,G/15/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Heremy Santry,0090,1,1,G,15,S,Santry,0,0,0,0,0,0,0,0,0,0,0,0,0,10,CabinBin_1,0.0,1,0,0,0,Adult,0.0,0.0,0.0,0.0,0,1,0,1,G_S,Earth_TRAPPIST-1e
0091_01,Earth,True,G/16/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Deanne Yorkland,0091,1,2,G,16,S,Yorkland,0,0,0,0,0,0,1,0,0,0,0,0,0,11,CabinBin_1,0.0,1,0,0,0,YoungAdult,0.0,0.0,0.0,0.0,0,0,1,1,G_S,Earth_TRAPPIST-1e
0091_02,Earth,False,F/20/S,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,0091,2,2,F,20,S,Yorkland,0,0,0,0,0,0,0,0,0,0,0,0,0,11,CabinBin_1,917.0,0,4,0,0,YoungAdult,188.0,729.0,0.2047930283224401,229.25,1,0,1,0,F_S,Earth_TRAPPIST-1e
0092_01,Earth,False,G/9/P,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,0092,1,3,G,9,P,Dunnisey,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CabinBin_1,705.0,0,3,0,0,YoungAdult,35.0,670.0,0.049575070821529746,235.0,1,0,1,1,G_P,Earth_TRAPPIST-1e
0092_02,Earth,True,G/9/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Stald Hewson,0092,2,3,G,9,P,Hewson,0,0,0,0,0,0,0,0,1,0,0,0,0,7,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,0,G_P,Earth_TRAPPIST-1e
0092_03,Earth,True,G/9/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,0092,3,3,G,9,P,Hewson,0,0,0,0,0,0,0,0,0,0,0,0,0,7,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,0,G_P,Earth_TRAPPIST-1e
0097_01,Europa,False,A/2/S,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,0097,1,1,A,2,S,Fictful,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CabinBin_1,1848.0,0,3,0,0,MiddleAge,640.0,1208.0,0.34613304488912927,616.0,1,1,0,1,A_S,Europa_TRAPPIST-1e
0098_01,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,0098,1,2,G,11,P,Carezquez,0,0,0,0,0,0,0,0,0,0,0,0,0,5,CabinBin_1,893.0,0,3,0,0,YoungAdult,32.0,861.0,0.035794183445190156,297.6666666666667,1,0,1,1,G_P,Earth_TRAPPIST-1e
0098_02,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,0098,2,2,G,11,P,Carezquez,0,0,0,0,0,0,0,0,0,0,0,0,0,5,CabinBin_1,3855.0,0,3,0,0,YoungAdult,87.0,3768.0,0.022562240663900415,1285.0,1,0,1,0,G_P,Earth_TRAPPIST-1e
0099_01,Earth,False,F/19/P,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,0099,1,2,F,19,P,Leetersoney,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CabinBin_1,1301.0,0,4,0,0,YoungAdult,37.0,1264.0,0.028417818740399385,325.25,1,0,1,1,F_P,Earth_PSO J318.5-22
0099_02,Earth,Unknown,G/12/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,0099,2,2,G,12,P,Connelson,0,0,1,0,0,0,0,0,0,0,0,0,0,4,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,0,G_P,Earth_TRAPPIST-1e
0101_01,Mars,True,Unknown,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Book Trad,0101,1,1,Unknown,-1,Unknown,Trad,0,0,0,1,0,0,0,0,0,0,0,0,0,3,CabinBin_Missing,0.0,1,0,0,0,Adult,0.0,0.0,0.0,0.0,0,1,0,1,Unknown_Unknown,Mars_TRAPPIST-1e
0102_01,Earth,False,F/23/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,Ritany Holson,0102,1,1,F,23,S,Holson,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CabinBin_1,921.0,0,2,0,0,YoungAdult,921.0,0.0,0.9989154013015185,460.5,1,1,0,1,F_S,Earth_TRAPPIST-1e
0103_01,Earth,False,F/24/S,TRAPPIST-1e,24.0,False,0.0,4.0,0.0,0.0,17.0,Arlen Mclainez,0103,1,3,F,24,S,Mclainez,0,0,0,0,0,0,0,1,0,0,0,0,0,6,CabinBin_1,21.0,0,2,0,0,YoungAdult,17.0,4.0,0.7727272727272727,10.5,1,0,1,1,F_S,Earth_TRAPPIST-1e
0103_02,Earth,True,G/18/S,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,0103,2,3,G,18,S,Mclainez,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,0,G_S,Earth_55 Cancri e
0103_03,Earth,True,G/18/S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,0103,3,3,G,18,S,Mclainez,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CabinBin_1,0.0,1,0,1,0,Child,0.0,0.0,0.0,0.0,0,0,1,0,G_S,Earth_TRAPPIST-1e
0105_01,Earth,False,F/21/P,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,Carry Cleachrand,0105,1,1,F,21,P,Cleachrand,0,0,1,0,0,0,0,0,0,0,0,0,0,7,CabinBin_1,703.0,0,3,0,0,YoungAdult,133.0,570.0,0.18892045454545456,234.33333333333334,1,1,0,1,F_P,Earth_TRAPPIST-1e
0107_01,Mars,False,D/2/S,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,Coobix Hart,0107,1,1,D,2,S,Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CabinBin_1,1765.0,0,3,0,0,YoungAdult,0.0,1765.0,0.0,588.3333333333334,0,1,0,1,D_S,Mars_TRAPPIST-1e
